	Symbol	Alias	Name	RNA_seq
11001.1	SLC27A2	['ACSVL1', 'FACVL1', 'FATP2', 'HsT17226', 'VLACS', 'VLCS', 'hFACVL1']	solute carrier family 27 member 2	1.66666666666667
28231.1	SLCO4A1	['OATP-E', 'OATP1', 'OATP4A1', 'OATPE', 'OATPRP1', 'POAT', 'SLC21A12']	solute carrier organic anion transporter family member 4A1	20.6666666666667
53919.1	SLCO1C1	['OATP-F', 'OATP1', 'OATP14', 'OATP1C1', 'OATPF', 'OATPRP5', 'SLC21A14']	solute carrier organic anion transporter family member 1C1	8
10257.1	ABCC4	['MOAT-B', 'MOATB', 'MRP4']	ATP binding cassette subfamily C member 4	87.3333333333333
28232.1	SLCO3A1	['OATP-D', 'OATP-RP3', 'OATP3A1', 'OATPD', 'OATPRP3', 'SLC21A11']	solute carrier organic anion transporter family member 3A1	58.3333333333333
2108.1	ETFA	['EMA', 'GA2', 'MADD']	electron transfer flavoprotein subunit alpha	63.3333333333333
2109.1	ETFB	['FP585', 'MADD']	electron transfer flavoprotein subunit beta	15.3333333333333
2109.2	ETFB	['FP585', 'MADD']	electron transfer flavoprotein subunit beta	15.3333333333333
2110.1	ETFDH	['ETFQO', 'MADD']	electron transfer flavoprotein dehydrogenase	12.6666666666667
55224.1	ETNK2	['EKI2', 'HMFT1716']	ethanolamine kinase 2	30.6666666666667
55500.1	ETNK1	['EKI', 'EKI 1', 'EKI1', 'Nbla10396']	ethanolamine kinase 1	139.666666666667
8790.1	FPGT	GFPP	fucose-1-phosphate guanylyltransferase	19.3333333333333
51086.1	TNNI3K	['CARK', 'CCDD']	TNNI3 interacting kinase	0
2181.1	ACSL3	['ACS3', 'FACL3', 'LACS 3', 'LACS3', 'PRO2194']	acyl-CoA synthetase long chain family member 3	298
2182.1	ACSL4	['ACS4', 'FACL4', 'LACS4', 'MRX63', 'MRX68']	acyl-CoA synthetase long chain family member 4	85.6666666666667
2181.2	ACSL3	['ACS3', 'FACL3', 'LACS 3', 'LACS3', 'PRO2194']	acyl-CoA synthetase long chain family member 3	298
2180.1	ACSL1	['ACS1', 'FACL1', 'FACL2', 'LACS', 'LACS1', 'LACS2']	acyl-CoA synthetase long chain family member 1	26
51703.1	ACSL5	['ACS2', 'ACS5', 'FACL5']	acyl-CoA synthetase long chain family member 5	3.33333333333333
81616.1	ACSBG2	['BGR', 'BRGL', 'PRTD-NY3', 'PRTDNY3']	acyl-CoA synthetase bubblegum family member 2	0.666666666666667
23305.1	ACSL6	['ACS2', 'FACL6', 'LACS 6', 'LACS2', 'LACS5']	acyl-CoA synthetase long chain family member 6	0.333333333333333
2182.2	ACSL4	['ACS4', 'FACL4', 'LACS4', 'MRX63', 'MRX68']	acyl-CoA synthetase long chain family member 4	85.6666666666667
116285.1	ACSM1	['BUCS1', 'MACS1']	acyl-CoA synthetase medium chain family member 1	0
5167.1	ENPP1	['ARHR2', 'COLED', 'M6S1', 'NPP1', 'NPPS', 'PC-1', 'PCA1', 'PDNP1']	ectonucleotide pyrophosphatase/phosphodiesterase 1	23
5169.1	ENPP3	['B10', 'CD203c', 'NPP3', 'PD-IBETA', 'PDNP3']	ectonucleotide pyrophosphatase/phosphodiesterase 3	0.333333333333333
6785.1	ELOVL4	['ADMD', 'CT118', 'ISQMR', 'SCA34', 'STGD2', 'STGD3']	ELOVL fatty acid elongase 4	15
54898.1	ELOVL2	SSC2	ELOVL fatty acid elongase 2	0
60481.1	ELOVL5	['HELO1', 'SCA38', 'dJ483K16.1']	ELOVL fatty acid elongase 5	311.666666666667
79071.1	ELOVL6	['FACE', 'FAE', 'LCE']	ELOVL fatty acid elongase 6	91
1579.1	CYP4A11	['CP4Y', 'CYP4A2', 'CYP4AII', 'CYPIVA11']	cytochrome P450 family 4 subfamily A member 11	1
2194.1	FASN	['FAS', 'OA-519', 'SDR27X1']	fatty acid synthase	1192.33333333333
376497.1	SLC27A1	['ACSVL5', 'FATP', 'FATP-1', 'FATP1']	solute carrier family 27 member 1	59.3333333333333
376497.2	SLC27A1	['ACSVL5', 'FATP', 'FATP-1', 'FATP1']	solute carrier family 27 member 1	59.3333333333333
11000.1	SLC27A3	['ACSVL3', 'FATP3', 'VLCS-3']	solute carrier family 27 member 3	16.6666666666667
10999.1	SLC27A4	['ACSVL4', 'FATP4', 'IPS']	solute carrier family 27 member 4	68
226.3	ALDOA	['ALDA', 'GSD12', 'HEL-S-87p']	aldolase, fructose-bisphosphate A	19.6666666666667
229.1	ALDOB	['ALDB', 'ALDO2']	aldolase, fructose-bisphosphate B	0.333333333333333
226.2	ALDOA	['ALDA', 'GSD12', 'HEL-S-87p']	aldolase, fructose-bisphosphate A	19.6666666666667
230.1	ALDOC	ALDC	aldolase, fructose-bisphosphate C	5.66666666666667
226.1	ALDOA	['ALDA', 'GSD12', 'HEL-S-87p']	aldolase, fructose-bisphosphate A	19.6666666666667
8789.1	FBP2		fructose-bisphosphatase 2	1.33333333333333
5208.1	PFKFB2	PFK-2/FBPase-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	72.6666666666667
5207.1	PFKFB1	['F6PK', 'HL2K', 'PFRX']	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	0.333333333333333
5209.1	PFKFB3	['IPFK2', 'PFK2', 'iPFK-2']	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	66.6666666666667
2203.1	FBP1	FBP	fructose-bisphosphatase 1	0
5210.1	PFKFB4		6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	25.6666666666667
2235.2	FECH	['EPP', 'EPP1', 'FCE']	ferrochelatase	41.3333333333333
2235.1	FECH	['EPP', 'EPP1', 'FCE']	ferrochelatase	41.3333333333333
10840.1	ALDH1L1	['10-FTHFDH', '10-fTHF', 'FDH', 'FTHFD']	aldehyde dehydrogenase 1 family member L1	13.6666666666667
79901.1	CYBRD1	['CYB561A2', 'DCYTB', 'FRRS3']	cytochrome b reductase 1	95
197258.1	FCSK	['1110046B12Rik', 'CDGF2', 'FUK']	fucose kinase	10.6666666666667
125061.1	AFMID	['FKF', 'KF', 'KFA']	arylformamidase	48
1719.1	DHFR	['DHFRP1', 'DYR']	dihydrofolate reductase	197.666666666667
2356.1	FPGS		folylpolyglutamate synthase	48
6514.1	SLC2A2	GLUT2	solute carrier family 2 member 2	1
66035.1	SLC2A11	['GLUT10', 'GLUT11']	solute carrier family 2 member 11	17.6666666666667
29988.1	SLC2A8	['GLUT8', 'GLUTX1']	solute carrier family 2 member 8	13
155184.1	SLC2A7	['GLUT-7', 'GLUT7', 'hGLUT7']	solute carrier family 2 member 7	0
6518.1	SLC2A5	['GLUT-5', 'GLUT5']	solute carrier family 2 member 5	0
160428.1	ALDH1L2	mtFDH	aldehyde dehydrogenase 1 family member L2	67.6666666666667
25902.1	MTHFD1L	['FTHFSDC1', 'MTC1THFS', 'dJ292B18.2']	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	169.666666666667
4522.1	MTHFD1	['CIMAH', 'MTHFC', 'MTHFD']	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	450.333333333333
2519.1	FUCA2	dJ20N2.5	alpha-L-fucosidase 2	79.6666666666667
2517.1	FUCA1	FUCA	alpha-L-fucosidase 1	15.3333333333333
2184.1	FAH		fumarylacetoacetate hydrolase	46
2271.1	FH	['FMRD', 'HLRCC', 'HsFH', 'LRCC', 'MCL', 'MCUL1']	fumarate hydratase	88.6666666666667
2523.1	FUT1	['H', 'HH', 'HSC']	fucosyltransferase 1 (H blood group)	13.6666666666667
2525.1	FUT3	['CD174', 'FT3B', 'FucT-III', 'LE', 'Les']	fucosyltransferase 3 (Lewis blood group)	0
10690.1	FUT9	Fuc-TIX	fucosyltransferase 9	26.6666666666667
8704.2	B4GALT2	['B4Gal-T2', 'B4Gal-T3', 'beta4Gal-T2']	beta-1,4-galactosyltransferase 2	204.333333333333
2683.1	B4GALT1	['B4GAL-T1', 'CDG2D', 'GGTB2', 'GT1', 'GTB', 'beta4Gal-T1']	beta-1,4-galactosyltransferase 1	338.333333333333
8703.1	B4GALT3	beta4Gal-T3	beta-1,4-galactosyltransferase 3	70
8704.1	B4GALT2	['B4Gal-T2', 'B4Gal-T3', 'beta4Gal-T2']	beta-1,4-galactosyltransferase 2	204.333333333333
9334.1	B4GALT5	['B4Gal-T5', 'BETA4-GALT-IV', 'beta4Gal-T5', 'beta4GalT-V', 'gt-V']	beta-1,4-galactosyltransferase 5	234.666666666667
2820.1	GPD2	['GDH2', 'GPDM', 'mGDH', 'mGPDH']	glycerol-3-phosphate dehydrogenase 2	180.333333333333
5832.1	ALDH18A1	['ADCL3', 'ARCL3A', 'GSAS', 'P5CS', 'PYCS', 'SPG9', 'SPG9A', 'SPG9B']	aldehyde dehydrogenase 18 family member A1	162
9563.1	H6PD	['CORTRD1', 'G6PDH', 'GDH', 'H6PDH']	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	66
2539.1	G6PD	G6PD1	glucose-6-phosphate dehydrogenase	657.666666666667
2542.1	SLC37A4	['G6PT1', 'G6PT2', 'G6PT3', 'GSD1b', 'GSD1c', 'GSD1d', 'PRO0685', 'TRG-19', 'TRG19']	solute carrier family 37 member 4	41
2593.1	GAMT	['CCDS2', 'HEL-S-20', 'PIG2', 'TP53I2']	guanidinoacetate N-methyltransferase	19.6666666666667
2593.2	GAMT	['CCDS2', 'HEL-S-20', 'PIG2', 'TP53I2']	guanidinoacetate N-methyltransferase	19.6666666666667
9514.1	GAL3ST1	CST	galactose-3-O-sulfotransferase 1	0.666666666666667
4758.1	NEU1	['NANH', 'NEU', 'SIAL1']	neuraminidase 1	65
2720.1	GLB1	['EBP', 'ELNR1', 'MPS4B']	galactosidase beta 1	59.6666666666667
5476.1	CTSA	['GLB2', 'GSL', 'NGBE', 'PPCA', 'PPGB']	cathepsin A	86
2588.1	GALNS	['GALNAC6S', 'GAS', 'GalN6S', 'MPS4A']	galactosamine (N-acetyl)-6-sulfatase	65
2581.1	GALC		galactosylceramidase	73.6666666666667
2583.1	B4GALNT1	['GALGT', 'GALNACT', 'GalNAc-T', 'SPG26']	beta-1,4-N-acetyl-galactosaminyltransferase 1	142.333333333333
55790.1	CSGALNACT1	['CSGalNAcT-1', 'ChGn', 'ChGn-1', 'SDJLABA', 'beta4GalNAcT']	chondroitin sulfate N-acetylgalactosaminyltransferase 1	14.6666666666667
55454.1	CSGALNACT2	['CHGN2', 'ChGn-2', 'GALNACT-2', 'GALNACT2', 'PRO0082', 'beta4GalNAcT']	chondroitin sulfate N-acetylgalactosaminyltransferase 2	124.666666666667
22856.1	CHSY1	['CHSY', 'CSS1', 'ChSy-1', 'TPBS']	chondroitin sulfate synthase 1	170.666666666667
79586.1	CHPF	['CHSY2', 'CSS2']	chondroitin polymerizing factor	102.666666666667
337876.1	CHSY3	['CHSY2', 'CSS3']	chondroitin sulfate synthase 3	19.3333333333333
114805.1	GALNT13	GalNAc-T13	polypeptide N-acetylgalactosaminyltransferase 13	11
2590.1	GALNT2	['CDG2T', 'GalNAc-T2']	polypeptide N-acetylgalactosaminyltransferase 2	284
26290.1	GALNT8	GALNAC-T8	polypeptide N-acetylgalactosaminyltransferase 8	15.3333333333333
2589.1	GALNT1	GALNAC-T1	polypeptide N-acetylgalactosaminyltransferase 1	94.3333333333333
2591.1	GALNT3	['GalNAc-T3', 'HFTC', 'HFTC1', 'HHS']	polypeptide N-acetylgalactosaminyltransferase 3	1
117248.1	GALNT15	['GALNACT15', 'GALNT13', 'GALNT7', 'GALNTL2', 'PIH5', 'pp-GalNAc-T15']	polypeptide N-acetylgalactosaminyltransferase 15	22.3333333333333
55568.2	GALNT10	['GALNACT10', 'PPGALNACT10', 'PPGANTASE10']	polypeptide N-acetylgalactosaminyltransferase 10	191.666666666667
55568.1	GALNT10	['GALNACT10', 'PPGALNACT10', 'PPGANTASE10']	polypeptide N-acetylgalactosaminyltransferase 10	191.666666666667
79623.1	GALNT14	['GALNT15', 'GalNac-T10', 'GalNac-T14']	polypeptide N-acetylgalactosaminyltransferase 14	26.6666666666667
8693.1	GALNT4	['GALNAC-T4', 'GALNACT4']	polypeptide N-acetylgalactosaminyltransferase 4	0
50614.1	GALNT9	['GALNAC-T9', 'GALNACT9']	polypeptide N-acetylgalactosaminyltransferase 9	6
51809.1	GALNT7	['GALNAC-T7', 'GalNAcT7']	polypeptide N-acetylgalactosaminyltransferase 7	154
79695.1	GALNT12	['CRCS1', 'GalNAc-T12']	polypeptide N-acetylgalactosaminyltransferase 12	0.666666666666667
63917.1	GALNT11	['GALNAC-T11', 'GALNACT11']	polypeptide N-acetylgalactosaminyltransferase 11	25.3333333333333
11226.1	GALNT6	['GALNAC-T6', 'GalNAcT6']	polypeptide N-acetylgalactosaminyltransferase 6	51.3333333333333
11227.1	GALNT5	['GALNAC-T5', 'GALNACT5']	polypeptide N-acetylgalactosaminyltransferase 5	5.33333333333333
81031.1	SLC2A10	['ATORS', 'ATS', 'GLUT10']	solute carrier family 2 member 10	20.6666666666667
126792.1	B3GALT6	['ALGAZ', 'EDSP2', 'EDSSPD2', 'SEMDJL1', 'beta3GalT6']	beta-1,3-galactosyltransferase 6	23
11285.1	B4GALT7	['EDSP1', 'EDSSLA', 'EDSSPD1', 'XGALT1', 'XGPT', 'XGPT1']	beta-1,4-galactosyltransferase 7	27.3333333333333
8972.1	MGAM	['MG', 'MGA']	maltase-glucoamylase	5.33333333333333
2618.2	GART	['AIRS', 'GARS', 'GARTF', 'PAIS', 'PGFT', 'PRGS']	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	261.666666666667
2618.1	GART	['AIRS', 'GARS', 'GARTF', 'PAIS', 'PGFT', 'PRGS']	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	261.666666666667
175.1	AGA	['AGU', 'ASRG', 'GA']	aspartylglucosaminidase	14
2629.5	GBA	['GBA1', 'GCB', 'GLUC']	glucosylceramidase beta	110.333333333333
2629.3	GBA	['GBA1', 'GCB', 'GLUC']	glucosylceramidase beta	110.333333333333
2629.2	GBA	['GBA1', 'GCB', 'GLUC']	glucosylceramidase beta	110.333333333333
2629.4	GBA	['GBA1', 'GCB', 'GLUC']	glucosylceramidase beta	110.333333333333
2629.1	GBA	['GBA1', 'GCB', 'GLUC']	glucosylceramidase beta	110.333333333333
26301.1	GBGT1	['A3GALNT', 'FS', 'UNQ2513']	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	5.66666666666667
7915.1	ALDH5A1	['SSADH', 'SSDH']	aldehyde dehydrogenase 5 family member A1	30.6666666666667
4329.1	ALDH6A1	['MMSADHA', 'MMSDH']	aldehyde dehydrogenase 6 family member A1	123.333333333333
7915.2	ALDH5A1	['SSADH', 'SSDH']	aldehyde dehydrogenase 5 family member A1	30.6666666666667
2731.1	GLDC	['GCE', 'GCSP', 'HYGN1']	glycine decarboxylase	2
2653.1	GCSH	['GCE', 'NKH']	glycine cleavage system protein H	38.3333333333333
275.1	AMT	['GCE', 'GCST', 'GCVT', 'NKH']	aminomethyltransferase	3.66666666666667
2651.1	GCNT2	['CCAT', 'CTRCT13', 'GCNT2C', 'GCNT5', 'IGNT', 'II', 'NACGT1', 'NAGCT1', 'ULG3', 'bA360O19.2', 'bA421M1.1']	glucosaminyl (N-acetyl) transferase 2 (I blood group)	8
55343.1	SLC35C1	['CDG2C', 'FUCT1']	solute carrier family 35 member C1	66
7264.1	GFUS	['FX', 'P35B', 'SDR4E1', 'TSTA3']	GDP-L-fucose synthase	97.6666666666667
8836.1	GGH	GH	gamma-glutamyl hydrolase	41.6666666666667
79017.1	GGCT	['C7orf24', 'CRF21', 'GCTG', 'GGC']	gamma-glutamylcyclotransferase	53.6666666666667
2997.1	GYS1	['GSY', 'GYS']	glycogen synthase 1	74.6666666666667
2992.1	GYG1	['GSD15', 'GYG']	glycogenin 1	40
2998.1	GYS2		glycogen synthase 2	0
8908.1	GYG2	['GN-2', 'GN2']	glycogenin 2	25.3333333333333
2687.1	GGT5	['GGL', 'GGT 5', 'GGT-REL', 'GGTLA1']	gamma-glutamyltransferase 5	0.666666666666667
6470.1	SHMT1	['CSHMT', 'SHMT']	serine hydroxymethyltransferase 1	63.6666666666667
6472.1	SHMT2	['GLYA', 'HEL-S-51e', 'SHMT']	serine hydroxymethyltransferase 2	210.666666666667
6470.2	SHMT1	['CSHMT', 'SHMT']	serine hydroxymethyltransferase 1	63.6666666666667
2717.1	GLA	GALA	galactosidase alpha	46.6666666666667
2632.1	GBE1	['APBD', 'GBE', 'GSD4']	1,4-alpha-glucan branching enzyme 1	63
2990.1	GUSB	['BG', 'MPS7']	glucuronidase beta	85.6666666666667
8372.1	HYAL3	['HYAL-3', 'LUCA-3', 'LUCA3']	hyaluronidase 3	7.66666666666667
26035.1	GLCE	HSEPI	glucuronic acid epimerase	128
54480.1	CHPF2	['CSGLCA-T', 'CSGlcAT', 'ChSy-3', 'chPF-2']	chondroitin polymerizing factor 2	20.3333333333333
2132.2	EXT2	['SOTV', 'SSMS']	exostosin glycosyltransferase 2	262
2131.1	EXT1	['EXT', 'LGCR', 'LGS', 'TRPS2', 'TTV']	exostosin glycosyltransferase 1	313.666666666667
2132.1	EXT2	['SOTV', 'SSMS']	exostosin glycosyltransferase 2	262
27087.1	B3GAT1	['CD57', 'GLCATP', 'GLCUATP', 'HNK1', 'LEU7', 'NK-1', 'NK1']	beta-1,3-glucuronyltransferase 1	39
26229.1	B3GAT3	['GLCATI', 'JDSCD', 'glcUAT-I']	beta-1,3-glucuronyltransferase 3	19
27087.2	B3GAT1	['CD57', 'GLCATP', 'GLCUATP', 'HNK1', 'LEU7', 'NK-1', 'NK1']	beta-1,3-glucuronyltransferase 1	39
135152.1	B3GAT2	GLCATS	beta-1,3-glucuronyltransferase 2	3.33333333333333
4669.1	NAGLU	['CMT2V', 'MPS-IIIB', 'MPS3B', 'NAG', 'UFHSD']	N-acetyl-alpha-glucosaminidase	28.3333333333333
64579.1	NDST4	['N-HSST', 'N-HSST 4', 'NDST-4', 'NHSST4']	N-deacetylase and N-sulfotransferase 4	0
9348.1	NDST3	HSST3	N-deacetylase and N-sulfotransferase 3	0
8509.1	NDST2	['HSST2', 'N-HSST 2', 'NST2']	N-deacetylase and N-sulfotransferase 2	1
3340.1	NDST1	['HSST', 'MRT46', 'NST1']	N-deacetylase and N-sulfotransferase 1	822.666666666667
2135.1	EXTL2	EXTR2	exostosin like glycosyltransferase 2	88.3333333333333
2137.1	EXTL3	['BOTV', 'EXTL1L', 'EXTR1', 'ISDNA', 'REGR', 'RPR']	exostosin like glycosyltransferase 3	217.666666666667
2134.1	EXTL1	EXTL	exostosin like glycosyltransferase 1	1
11182.1	SLC2A6	['GLUT6', 'GLUT9', 'HSA011372']	solute carrier family 2 member 6	16
144195.1	SLC2A14	['GLUT14', 'SLC2A3P3']	solute carrier family 2 member 14	24.6666666666667
56606.1	SLC2A9	['GLUT9', 'GLUTX', 'UAQTL2', 'URATv1']	solute carrier family 2 member 9	0.666666666666667
56606.2	SLC2A9	['GLUT9', 'GLUTX', 'UAQTL2', 'URATv1']	solute carrier family 2 member 9	0.666666666666667
154091.1	SLC2A12	['GLUT12', 'GLUT8']	solute carrier family 2 member 12	63.6666666666667
6523.1	SLC5A1	['D22S675', 'NAGT', 'SGLT1']	solute carrier family 5 member 1	0
178.3	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
178.2	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
178.6	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
178.4	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
178.1	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
178.5	AGL	GDE	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	99.6666666666667
5836.1	PYGL	GSD6	glycogen phosphorylase L	113.333333333333
5837.1	PYGM	GSD5	glycogen phosphorylase, muscle associated	2
5834.1	PYGB	GPBB	glycogen phosphorylase B	95.3333333333333
2729.1	GCLC	['GCL', 'GCS', 'GLCL', 'GLCLC']	glutamate-cysteine ligase catalytic subunit	126.666666666667
2730.1	GCLM	GLCLR	glutamate-cysteine ligase modifier subunit	74
2746.1	GLUD1	['GDH', 'GDH1', 'GLUD']	glutamate dehydrogenase 1	143.333333333333
2747.1	GLUD2	['GDH2', 'GLUDP1']	glutamate dehydrogenase 2	93.6666666666667
10841.1	FTCD	LCHC1	formimidoyltransferase cyclodeaminase	6.66666666666667
10841.2	FTCD	LCHC1	formimidoyltransferase cyclodeaminase	6.66666666666667
27165.2	GLS2	['GA', 'GLS', 'LGA', 'hLGA']	glutaminase 2	0.333333333333333
27165.1	GLS2	['GA', 'GLS', 'LGA', 'hLGA']	glutaminase 2	0.333333333333333
2744.1	GLS	['AAD20', 'CASGID', 'EIEE71', 'GAC', 'GAM', 'GDPAG', 'GLS1', 'KGA']	glutaminase	580.333333333333
83733.1	SLC25A18	GC2	solute carrier family 25 member 18	4.66666666666667
79751.1	SLC25A22	['EIEE3', 'GC-1', 'GC1', 'NET44']	solute carrier family 25 member 22	24.6666666666667
2639.2	GCDH	['ACAD5', 'GCD']	glutaryl-CoA dehydrogenase	13
2639.1	GCDH	['ACAD5', 'GCD']	glutaryl-CoA dehydrogenase	13
246213.1	SLC17A8	['DFNA25', 'VGLUT3']	solute carrier family 17 member 8	0
57084.1	SLC17A6	['DNPI', 'VGLUT2']	solute carrier family 17 member 6	0
57030.1	SLC17A7	['BNPI', 'VGLUT1']	solute carrier family 17 member 7	16.6666666666667
51179.1	HAO2	['GIG16', 'HAOX2']	hydroxyacid oxidase 2	0
51179.2	HAO2	['GIG16', 'HAOX2']	hydroxyacid oxidase 2	0
54363.1	HAO1	['GOX', 'GOX1', 'HAOX1']	hydroxyacid oxidase 1	0
2628.1	GATM	['AGAT', 'AT', 'CCDS3', 'FRTS1']	glycine amidinotransferase	1.66666666666667
9380.1	GRHPR	['GLXR', 'GLYD', 'PH2']	glyoxylate and hydroxypyruvate reductase	138.666666666667
2710.1	GK	['GK1', 'GKD']	glycerol kinase	6
2710.2	GK	['GK1', 'GKD']	glycerol kinase	6
2713.1	GK3P	['GKP3', 'GKTB']	glycerol kinase 3 pseudogene	8.33333333333333
2712.1	GK2	['GKP2', 'GKTA']	glycerol kinase 2	0
3029.1	HAGH	['GLO2', 'GLX2', 'GLXII', 'HAGH1']	hydroxyacylglutathione hydrolase	12
6536.2	SLC6A9	['GCENSG', 'GLYT1']	solute carrier family 6 member 9	59.6666666666667
6536.1	SLC6A9	['GCENSG', 'GLYT1']	solute carrier family 6 member 9	59.6666666666667
5226.1	PGD	6PGD	phosphogluconate dehydrogenase	244.333333333333
27232.1	GNMT	HEL-S-182mP	glycine N-methyltransferase	1.66666666666667
57678.1	GPAM	['GPAT', 'GPAT1']	glycerol-3-phosphate acyltransferase, mitochondrial	31.6666666666667
284098.1	PIGW	['Gwt1', 'HPMRS5']	phosphatidylinositol glycan anchor biosynthesis class W	149.666666666667
80055.1	PGAP1	['Bst1', 'ISPD3024', 'MRT42', 'SPG67']	post-GPI attachment to proteins inositol deacylase 1	75
93183.1	PIGM	GPI-MT-I	phosphatidylinositol glycan anchor biosynthesis class M	82.3333333333333
54965.1	PIGX	PIG-X	phosphatidylinositol glycan anchor biosynthesis class X	30
2936.1	GSR	['GR', 'GSRD', 'HEL-75', 'HEL-S-122m']	glutathione-disulfide reductase	140.666666666667
7001.2	PRDX2	['HEL-S-2a', 'NKEF-B', 'NKEFB', 'PRP', 'PRX2', 'PRXII', 'PTX1', 'TDPX1', 'TPX1', 'TSA']	peroxiredoxin 2	43
5052.3	PRDX1	['MSP23', 'NKEF-A', 'NKEFA', 'PAG', 'PAGA', 'PAGB', 'PRX1', 'PRXI', 'TDPX2']	peroxiredoxin 1	226.666666666667
2879.1	GPX4	['GPx-4', 'GSHPx-4', 'MCSP', 'PHGPx', 'SMDS', 'snGPx', 'snPHGPx']	glutathione peroxidase 4	114
7001.3	PRDX2	['HEL-S-2a', 'NKEF-B', 'NKEFB', 'PRP', 'PRX2', 'PRXII', 'PTX1', 'TDPX1', 'TPX1', 'TSA']	peroxiredoxin 2	43
5052.1	PRDX1	['MSP23', 'NKEF-A', 'NKEFA', 'PAG', 'PAGA', 'PAGB', 'PRX1', 'PRXI', 'TDPX2']	peroxiredoxin 1	226.666666666667
2876.1	GPX1	['GPXD', 'GSHPX1']	glutathione peroxidase 1	239.333333333333
7001.1	PRDX2	['HEL-S-2a', 'NKEF-B', 'NKEFB', 'PRP', 'PRX2', 'PRXII', 'PTX1', 'TDPX1', 'TPX1', 'TSA']	peroxiredoxin 2	43
2876.2	GPX1	['GPXD', 'GSHPX1']	glutathione peroxidase 1	239.333333333333
5052.2	PRDX1	['MSP23', 'NKEF-A', 'NKEFA', 'PAG', 'PAGA', 'PAGB', 'PRX1', 'PRXI', 'TDPX2']	peroxiredoxin 1	226.666666666667
2877.1	GPX2	['GI-GPx', 'GPRP', 'GPRP-2', 'GPx-2', 'GPx-GI', 'GSHPX-GI', 'GSHPx-2']	glutathione peroxidase 2	11.6666666666667
257202.1	GPX6	['GPX5p', 'GPXP3', 'GPx-6', 'GSHPx-6', 'dJ1186N24', 'dJ1186N24.1']	glutathione peroxidase 6	0
2878.1	GPX3	['GPx-P', 'GSHPx-3', 'GSHPx-P']	glutathione peroxidase 3	39.3333333333333
2882.1	GPX7	['CL683', 'GPX6', 'GPx-7', 'GSHPx-7', 'NPGPx']	glutathione peroxidase 7	6
10935.1	PRDX3	['AOP-1', 'AOP1', 'HBC189', 'MER5', 'PRO1748', 'SP-22', 'prx-III']	peroxiredoxin 3	229.666666666667
10935.2	PRDX3	['AOP-1', 'AOP1', 'HBC189', 'MER5', 'PRO1748', 'SP-22', 'prx-III']	peroxiredoxin 3	229.666666666667
2937.1	GSS	['GSHS', 'HEL-S-64p', 'HEL-S-88n']	glutathione synthetase	82.3333333333333
2679.1	GGT3P	GGT3	gamma-glutamyltransferase 3 pseudogene	0.666666666666667
2678.3	GGT1	['CD224', 'D22S672', 'D22S732', 'GGT', 'GGT 1', 'GGTD', 'GTG']	gamma-glutamyltransferase 1	3.66666666666667
2678.2	GGT1	['CD224', 'D22S672', 'D22S732', 'GGT', 'GGT 1', 'GGTD', 'GTG']	gamma-glutamyltransferase 1	3.66666666666667
2678.1	GGT1	['CD224', 'D22S672', 'D22S732', 'GGT', 'GGT 1', 'GGTD', 'GTG']	gamma-glutamyltransferase 1	3.66666666666667
2974.1	GUCY1B2	GC-SB2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	4
2986.1	GUCY2F	['CYGF', 'GC-F', 'GUC2DL', 'GUC2F', 'RETGC-2', 'ROS-GC2']	guanylate cyclase 2F, retinal	0
2983.1	GUCY1B1	['GC-S-beta-1', 'GC-SB3', 'GUC1B3', 'GUCB3', 'GUCSB3', 'GUCY1B3']	guanylate cyclase 1 soluble subunit beta 1	6.33333333333333
3000.1	GUCY2D	['CACD1', 'CG-E', 'CORD5', 'CORD6', 'CSNB1I', 'CYGD', 'GUC1A4', 'GUC2D', 'LCA', 'LCA1', 'RCD2', 'RETGC-1', 'ROS-GC1', 'ROSGC', 'retGC']	guanylate cyclase 2D, retinal	0
